# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Oct 17 03:21:35 2022
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     TESS Input Catalog of Interest Alias
# COLUMN pl_pnum:        Pipeline Signal ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN raerr1:         RA Upper Unc
# COLUMN raerr2:         RA Lower Unc
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN decerr1:        Dec Upper Unc
# COLUMN decerr2:        Dec Lower Unc
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmrasymerr:  PMRA Symmetric Error Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN st_pmdecsymerr: PMDec Symmetric Error Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_tranmidsymerr: Planet Transit Midpoint Symmetric Error Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_orbpersymerr: Planet Orbital Period Symmetric Error Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandurhsymerr: Planet Transit Duration Symmetric Error Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_trandepsymerr: Planet Transit Depth Symmetric Error Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radesymerr:  Planet Radius Symmetric Error Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_insolsymerr: Planet Insolation Symmetric Error Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN pl_eqtsymerr:   Planet Equilibrium Temperature Symmetric Error Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_tmagsymerr:  TESS Magnitude Symmetric Error Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_distsymerr:  Stellar Distance Symmetric Error Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_teffsymerr:  Stellar Effective Temperature Symmetric Error Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_loggsymerr:  Stellar log(g) Symmetric Error Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radsymerr:   Stellar Radius Symmetric Error Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
2976.01,2976,413372087,413372087.01,1,PC,10h43m44.84s,160.9368510,,,-21d32m26.81s,-21.5407810,,,-25.9420000,0.051,-0.051,0,1,4.9330000,0.043,-0.043,0,1,2458561.4933920,0.002905,-0.002905,0,1,3.4850310,0.0010128,-0.0010128,0,1,1.7840000,0.2800000,-0.2800000,0,1,10770.0000000,4482.1000000,-4482.1000000,0,1,21.3807000,,,0,1,658.6710000,,,,,1411.0000000,,,,,13.2277000,0.009,-0.009,0,1,750.3930000,15.9980000,-15.9980000,0,1,5941.0000000,122.0000000,-122.0000000,0,1,4.3300000,,,0,1,1.1800000,,,0,1,2021-06-04 01:29:37,2021-10-29 12:59:15
2977.01,2977,361343239,361343239.01,1,PC,09h35m42.36s,143.9265180,,,-60d21m26.91s,-60.3574760,,,,,,,,,,,,,2459331.5278770,0.000477,-0.000477,0,1,2.3505698,0.0000027,-0.0000027,0,1,2.7680000,0.1320000,-0.1320000,0,1,11210.0000000,1.7346400,-1.7346400,0,1,12.9823000,1.3934200,-1.3934200,0,1,703.6320000,,,,,1434.0000000,,,,,11.9383000,0.007,-0.007,0,1,,,,0,1,5356.0000000,293.1000000,-293.1000000,0,1,,,,0,1,1.2200000,0.1300000,-0.1300000,0,1,2021-06-04 01:29:37,2022-03-23 12:02:08
2978.01,2978,315096343,315096343.01,1,PC,09h40m38.63s,145.1609520,,,-26d38m31.32s,-26.6420330,,,4.4420000,0.064,-0.064,0,1,0.3100000,0.064,-0.064,0,1,2459275.5406330,0.003927,-0.003927,0,1,4.3497551,0.0000283,-0.0000283,0,1,3.7040000,0.5110000,-0.5110000,0,1,1710.0000000,1.9329400,-1.9329400,0,1,7.8239500,0.4927170,-0.4927170,0,1,607.9630000,,,,,1383.0000000,,,,,11.6687000,0.007,-0.007,0,1,547.5990000,12.3555000,-12.3555000,0,1,5667.3000000,224.6000000,-224.6000000,0,1,4.3500000,2.0000000,-2.0000000,0,1,1.8800000,0.1000000,-0.1000000,0,1,2021-06-04 01:29:37,2022-04-19 12:02:07
2979.01,2979,311252710,311252710.01,1,PC,10h07m32.56s,151.8856650,,,-43d37m45.87s,-43.6294080,,,-4.6220000,2.966,-2.966,0,1,4.7640000,2.966,-2.966,0,1,2458560.4363740,0.001420,-0.001420,0,1,5.4916221,0.0011962,-0.0011962,0,1,5.0270000,0.2280000,-0.2280000,0,1,27010.0000000,13.3242000,-13.3242000,0,1,,,,0,1,764.3350000,,,,,1464.0000000,,,,,13.5214000,0.006,-0.006,0,1,1322.4200000,,,0,1,6364.0000000,512.9000000,-512.9000000,0,1,,,,0,1,,,,0,1,2021-06-04 01:29:38,2021-10-29 12:59:15
298.01,298,206686292,206686292.01,1,APC,22h56m14.57s,344.0607210,,,-34d21m39.98s,-34.3611060,,,6.4250000,0.047,-0.047,0,1,1.4380000,0.041,-0.041,0,1,2459062.5611060,0.001244,-0.001244,0,1,1.3288605,0.0001321,-0.0001321,0,1,1.6748374,0.1131103,-0.1131103,0,1,9550.5009944,441.9589500,-441.9589500,0,1,26.5229153,34.9232500,-34.9232500,0,1,6093.4953402,,,,,2253.3900400,,,,,12.7602000,0.006,-0.006,0,1,957.9360000,23.8730000,-23.8730000,0,1,6273.0000000,134.7000000,-134.7000000,0,1,4.0800000,0.0800000,-0.0800000,0,1,1.6760600,0.0840226,-0.0840226,0,1,2018-12-20 19:43:30,2021-10-29 12:59:15
2980.01,2980,289931756,289931756.01,1,PC,11h45m02.03s,176.2584420,,,-12d24m42.02s,-12.4116720,,,-60.8100000,0.053,-0.053,0,1,17.0860000,0.027,-0.027,0,1,2459302.2356460,0.000869,-0.000869,0,1,3.5910692,0.0000054,-0.0000054,0,1,2.8910000,0.1030000,-0.1030000,0,1,29100.0000000,12.7087000,-12.7087000,0,1,18.7998000,,,0,1,383.9510000,,,,,1233.0000000,,,,,13.4767000,0.008,-0.008,0,1,729.1850000,16.0385000,-16.0385000,0,1,5736.0000000,124.0000000,-124.0000000,0,1,4.3800000,,,0,1,1.0900000,,,0,1,2021-06-04 01:29:38,2021-11-11 10:10:01
2981.01,2981,287145649,287145649.01,1,PC,10h53m56.97s,163.4873940,,,-25d31m28.56s,-25.5245990,,,-7.2320000,0.044,-0.044,0,1,17.8620000,0.034,-0.034,0,1,2459302.7190290,0.000896,-0.000896,0,1,3.6015056,0.0000062,-0.0000062,0,1,3.0240000,0.0770000,-0.0770000,0,1,13630.0000000,3.1515300,-3.1515300,0,1,12.3972000,0.5988800,-0.5988800,0,1,556.6160000,,,,,1353.0000000,,,,,12.7533000,0.010,-0.010,0,1,527.7890000,7.0945000,-7.0945000,0,1,6055.0000000,134.4000000,-134.4000000,0,1,4.4600000,0.0800000,-0.0800000,0,1,1.0300000,0.0500000,-0.0500000,0,1,2021-06-04 01:29:38,2022-08-18 12:02:41
2982.01,2982,211446495,211446495.01,1,PC,11h03m12.54s,165.8022380,,,-09d57m48.49s,-9.9634700,,,-9.2980000,0.133,-0.133,0,1,-12.9470000,0.134,-0.134,0,1,2459296.1913410,0.001688,-0.001688,0,1,4.8701613,0.0000180,-0.0000180,0,1,2.6230000,0.1810000,-0.1810000,0,1,12330.0000000,10.0786000,-10.0786000,0,1,6.1344300,,,0,1,137.2540000,,,,,953.0000000,,,,,13.4964000,0.008,-0.008,0,1,314.5610000,9.9995000,-9.9995000,0,1,5268.0000000,125.0000000,-125.0000000,0,1,4.9200000,,,0,1,0.5500000,,,0,1,2021-06-04 01:29:38,2021-11-11 10:10:01
2983.01,2983,168449943,168449943.01,1,PC,11h07m21.84s,166.8410160,,,-27d13m06.11s,-27.2183650,,,-4.0160000,0.046,-0.046,0,1,-1.8930000,0.039,-0.039,0,1,2458567.8315110,0.001136,-0.001136,0,1,3.4287311,0.0002998,-0.0002998,0,1,2.3000000,0.1040000,-0.1040000,0,1,34250.0000000,16.2322000,-16.2322000,0,1,16.9576000,,,0,1,180.2830000,,,,,1020.0000000,,,,,13.5714000,0.007,-0.007,0,1,530.6860000,9.2715000,-9.2715000,0,1,5231.0000000,124.0000000,-124.0000000,0,1,4.4700000,,,0,1,0.9100000,,,0,1,2021-06-04 01:29:38,2021-10-29 12:59:15
2984.01,2984,168405330,168405330.01,1,PC,11h06m08.37s,166.5348880,,,-25d00m53.38s,-25.0148270,,,24.8240000,0.054,-0.054,0,1,-66.0340000,0.041,-0.041,0,1,2459303.2099920,0.000548,-0.000548,0,1,9.1622680,0.0000082,-0.0000082,0,1,2.0670000,0.1490000,-0.1490000,0,1,20340.0000000,19.5479000,-19.5479000,0,1,11.8107000,0.8241620,-0.8241620,0,1,34.4415000,,,,,674.0000000,,,,,11.9316000,0.007,-0.007,0,1,187.5060000,1.0795000,-1.0795000,0,1,4935.8000000,113.1000000,-113.1000000,0,1,4.5900000,0.0800000,-0.0800000,0,1,0.7500000,0.0500000,-0.0500000,0,1,2021-06-04 01:29:38,2022-04-19 12:02:07
2985.01,2985,168384845,168384845.01,1,PC,11h05m55.17s,166.4798770,,,-27d46m06.02s,-27.7683380,,,-8.7820000,0.043,-0.043,0,1,3.3730000,0.034,-0.034,0,1,2458563.0687980,0.005095,-0.005095,0,1,3.8996784,0.0017630,-0.0017630,0,1,4.6680000,0.4500000,-0.4500000,0,1,3420.0000000,6.3441100,-6.3441100,0,1,12.1415000,0.8686780,-0.8686780,0,1,1690.7100000,,,,,1786.0000000,,,,,12.9575000,0.007,-0.007,0,1,1262.0200000,38.3900000,-38.3900000,0,1,6382.0000000,128.6000000,-128.6000000,0,1,3.9400000,0.0900000,-0.0900000,0,1,2.0100000,0.1100000,-0.1100000,0,1,2021-06-04 01:29:38,2022-08-18 12:02:41
2986.01,2986,148497855,148497855.01,1,PC,10h55m05.17s,163.7715610,,,-06d28m42.43s,-6.4784520,,,-12.9380000,0.098,-0.098,0,1,-4.7310000,0.095,-0.095,0,1,2459301.5802360,0.002306,-0.002306,0,1,3.2783445,0.0000151,-0.0000151,0,1,3.6570000,0.3240000,-0.3240000,0,1,3140.0000000,2.1131100,-2.1131100,0,1,8.3232700,0.5851730,-0.5851730,0,1,1102.7000000,,,,,1605.0000000,,,,,12.0682000,0.007,-0.007,0,1,563.1490000,24.7170000,-24.7170000,0,1,5940.7000000,115.2000000,-115.2000000,0,1,4.1300000,0.0900000,-0.0900000,0,1,1.4900000,0.1000000,-0.1000000,0,1,2021-06-04 01:29:39,2022-07-06 12:02:40
2987.01,2987,141631253,141631253.01,1,PC,08h39m12.64s,129.8026780,,,-44d22m12.18s,-44.3700510,,,-4.5060000,0.055,-0.055,0,1,5.5540000,0.044,-0.044,0,1,2458566.4696500,0.004006,-0.004006,0,1,1.6709636,0.0002754,-0.0002754,0,1,1.8740000,0.3280000,-0.3280000,0,1,1250.0000000,3.2828600,-3.2828600,0,1,4.6934000,0.3149010,-0.3149010,0,1,2444.5400000,,,,,1958.0000000,,,,,10.8521000,0.006,-0.006,0,1,327.4630000,3.2590000,-3.2590000,0,1,7051.0000000,133.5000000,-133.5000000,0,1,4.4200000,0.0900000,-0.0900000,0,1,1.2700000,0.0500000,-0.0500000,0,1,2021-06-04 01:29:39,2022-03-23 12:02:08
2988.01,2988,105759569,105759569.01,1,PC,10h25m33.09s,156.3878910,,,-37d24m27.56s,-37.4076550,,,-5.6420000,3.255,-3.255,0,1,-12.3160000,3.254,-3.254,0,1,2458567.4095360,0.003333,-0.003333,0,1,1.8861708,0.0005012,-0.0005012,0,1,1.8450000,0.2250000,-0.2250000,0,1,3270.0000000,6.4958900,-6.4958900,0,1,7.8512200,,,0,1,653.4810000,,,,,,,,,,12.4260000,0.006,-0.006,0,1,441.4100000,,,0,1,5564.2000000,,,0,1,,,,0,1,1.3600000,,,0,1,2021-06-04 01:29:39,2022-04-19 12:02:07
2989.01,2989,97825640,97825640.01,1,PC,11h24m55.6s,171.2316750,,,-27d03m44.5s,-27.0623620,,,-118.0940000,0.035,-0.035,0,1,-15.5360000,0.030,-0.030,0,1,2459302.2249960,0.000360,-0.000360,0,1,3.1228396,0.0000024,-0.0000024,0,1,2.1800000,0.0610000,-0.0610000,0,1,28060.0000000,3.3063300,-3.3063300,0,1,13.4539000,1.1950200,-1.1950200,0,1,86.7639000,,,,,850.0000000,,,,,12.7103000,0.006,-0.006,0,1,195.7950000,1.0065000,-1.0065000,0,1,4262.0000000,123.0000000,-123.0000000,0,1,4.4900000,0.1000000,-0.1000000,0,1,0.7700000,0.0700000,-0.0700000,0,1,2021-06-04 01:29:39,2022-08-18 12:02:41
299.01,299,156075294,156075294.01,1,PC,00h42m22.71s,10.5946210,,,-48d17m37.04s,-48.2936220,,,-2.5940000,0.025,-0.025,0,1,-12.3940000,0.031,-0.031,0,1,2458354.6958100,0.003600,-0.003600,0,1,5.7216199,0.0013569,-0.0013569,0,1,3.6354066,0.2622099,-0.2622099,0,1,5422.3428055,463.7812800,-463.7812800,0,1,8.8511673,1.0970538,-1.0970538,0,1,310.5636636,,,,,1070.6743782,,,,,12.3012000,0.006,-0.006,0,1,447.7840000,4.5330000,-4.5330000,0,1,5541.0000000,129.6000000,-129.6000000,0,1,4.2800000,0.0800000,-0.0800000,0,1,1.1931300,0.0641608,-0.0641608,0,1,2018-12-20 19:43:30,2021-10-29 12:59:15
2990.01,2990,73433128,73433128.01,1,PC,10h18m50.72s,154.7113140,,,-41d11m38.43s,-41.1940070,,,-3.7810000,0.036,-0.036,0,1,1.0070000,0.041,-0.041,0,1,2459298.3394680,0.002962,-0.002962,0,1,7.4659746,0.0000492,-0.0000492,0,1,2.3960000,0.3860000,-0.3860000,0,1,3570.0000000,386.8820000,-386.8820000,0,1,15.9063000,4.2732200,-4.2732200,0,1,553.0110000,,,,,1350.0000000,,,,,12.0230000,0.006,-0.006,0,1,763.6430000,15.6710000,-15.6710000,0,1,6439.0000000,125.7000000,-125.7000000,0,1,3.9700000,0.0900000,-0.0900000,0,1,1.9500000,0.0900000,-0.0900000,0,1,2021-06-04 01:29:40,2022-04-19 12:02:07
2991.01,2991,49046332,49046332.01,1,PC,10h57m26.23s,164.3593120,,,-34d41m25.21s,-34.6903360,,,37.9760000,0.038,-0.038,0,1,-66.1110000,0.032,-0.032,0,1,2459304.8004830,0.001619,-0.001619,0,1,5.5809252,0.0000150,-0.0000150,0,1,2.5450000,0.1690000,-0.1690000,0,1,10780.0000000,5.1831000,-5.1831000,0,1,8.1016700,0.6633020,-0.6633020,0,1,50.6483000,,,,,743.0000000,,,,,12.7171000,0.006,-0.006,0,1,213.8880000,1.0185000,-1.0185000,0,1,4455.0000000,118.0000000,-118.0000000,0,1,4.5300000,0.1000000,-0.1000000,0,1,0.7600000,0.0600000,-0.0600000,0,1,2021-06-04 01:29:40,2022-08-18 12:02:41
2992.01,2992,49045066,49045066.01,1,PC,10h57m15.98s,164.3165640,,,-32d19m20.78s,-32.3224380,,,-10.0010000,0.053,-0.053,0,1,14.5930000,0.054,-0.054,0,1,2459305.0448790,0.000917,-0.000917,0,1,3.0078200,0.0000053,-0.0000053,0,1,3.5030000,0.0820000,-0.0820000,0,1,6510.0000000,0.8447710,-0.8447710,0,1,12.7824000,0.6676260,-0.6676260,0,1,1104.6700000,,,,,1606.0000000,,,,,11.9728000,0.006,-0.006,0,1,542.0260000,12.9620000,-12.9620000,0,1,5999.1000000,118.1000000,-118.1000000,0,1,4.1100000,0.0800000,-0.0800000,0,1,1.5400000,0.0800000,-0.0800000,0,1,2021-06-04 01:29:40,2022-04-19 12:02:07
2993.01,2993,48768158,48768158.01,1,PC,10h48m54.44s,162.2268410,,,-32d25m11.82s,-32.4199510,,,6.2420000,2.216,-2.216,0,1,-18.6610000,2.216,-2.216,0,1,2458564.2197160,0.003534,-0.003534,0,1,2.3378096,0.0007971,-0.0007971,0,1,2.3070000,0.3080000,-0.3080000,0,1,6880.0000000,12.1962000,-12.1962000,0,1,,,,0,1,,,,,,,,,,,13.5586000,0.019,-0.019,0,1,608.6310000,,,0,1,,,,0,1,,,,0,1,,,,0,1,2021-06-04 01:29:40,2021-10-29 12:59:15
2994.01,2994,36718161,36718161.01,1,PC,10h03m01.66s,150.7569190,,,-43d47m59.65s,-43.7999040,,,-5.4870000,0.047,-0.047,0,1,3.3590000,0.048,-0.048,0,1,2459303.3022870,0.001256,-0.001256,0,1,4.0257967,0.0000091,-0.0000091,0,1,1.9450000,0.1060000,-0.1060000,0,1,7390.0000000,2251.4100000,-2251.4100000,0,1,,,,0,1,3715.8000000,,,,,2175.0000000,,,,,12.1480000,0.006,-0.006,0,1,3222.0500000,327.1000000,-327.1000000,0,1,9045.0000000,1236.9000000,-1236.9000000,0,1,,,,0,1,,,,0,1,2021-06-04 01:29:40,2021-11-29 12:02:15
2995.01,2995,36381058,36381058.01,1,PC,10h00m14.75s,150.0614730,,,-44d00m58.77s,-44.0163240,,,-6.9280000,0.028,-0.028,0,1,7.3410000,0.027,-0.027,0,1,2458567.5649110,0.001270,-0.001270,0,1,1.6563817,0.0001593,-0.0001593,0,1,3.0320000,0.1870000,-0.1870000,0,1,14000.0000000,6.6958800,-6.6958800,0,1,16.3769000,0.8312980,-0.8312980,0,1,3695.6100000,,,,,2172.0000000,,,,,12.7960000,0.006,-0.006,0,1,779.5440000,10.5485000,-10.5485000,0,1,6504.0000000,127.3000000,-127.3000000,0,1,4.2800000,0.0900000,-0.0900000,0,1,1.3800000,0.0600000,-0.0600000,0,1,2021-06-04 01:29:40,2022-04-19 12:02:07
2996.01,2996,35855047,35855047.01,1,PC,09h56m19.17s,149.0798890,,,-46d37m28.31s,-46.6245300,,,-18.8840000,0.039,-0.039,0,1,-20.7070000,0.038,-0.038,0,1,2458568.3327330,0.004967,-0.004967,0,1,2.3607613,0.0009815,-0.0009815,0,1,3.2550000,0.5970000,-0.5970000,0,1,1770.0000000,5.3291600,-5.3291600,0,1,5.1511500,0.3876770,-0.3876770,0,1,1959.2300000,,,,,1853.0000000,,,,,11.6828000,0.006,-0.006,0,1,354.7720000,3.1075000,-3.1075000,0,1,5939.0000000,131.2000000,-131.2000000,0,1,4.3200000,0.0800000,-0.0800000,0,1,1.1800000,0.0600000,-0.0600000,0,1,2021-06-04 01:29:40,2021-11-29 12:02:15
2997.01,2997,35652085,35652085.01,1,PC,09h54m54.01s,148.7250500,,,-43d41m18.5s,-43.6884710,,,-17.5320000,0.036,-0.036,0,1,8.0530000,0.038,-0.038,0,1,2458566.5424830,0.002785,-0.002785,0,1,2.2054872,0.0004458,-0.0004458,0,1,4.0230000,0.2520000,-0.2520000,0,1,6450.0000000,4.0420500,-4.0420500,0,1,16.8389000,0.9203310,-0.9203310,0,1,3486.9100000,,,,,2140.0000000,,,,,12.3898000,0.006,-0.006,0,1,884.4990000,19.4875000,-19.4875000,0,1,6313.0000000,133.3000000,-133.3000000,0,1,3.8900000,0.0900000,-0.0900000,0,1,2.0900000,0.1000000,-0.1000000,0,1,2021-06-04 01:29:41,2022-04-19 12:02:07
2998.01,2998,34737413,34737413.01,1,PC,09h48m41.9s,147.1745660,,,-46d04m50.07s,-46.0805750,,,-7.8570000,0.051,-0.051,0,1,5.4780000,0.047,-0.047,0,1,2459303.2405190,0.005221,-0.005221,0,1,1.5297119,0.0000146,-0.0000146,0,1,2.2970000,0.4290000,-0.4290000,0,1,2410.0000000,6.0579400,-6.0579400,0,1,9.9183900,0.7631960,-0.7631960,0,1,3456.4100000,,,,,2136.0000000,,,,,12.5382000,0.006,-0.006,0,1,1019.2700000,33.4760000,-33.4760000,0,1,6683.0000000,126.4000000,-126.4000000,0,1,3.9600000,0.0900000,-0.0900000,0,1,2.0500000,0.1100000,-0.1100000,0,1,2021-06-04 01:29:41,2021-11-29 12:02:15
2999.01,2999,34505005,34505005.01,1,PC,09h47m41.16s,146.9215030,,,-46d51m54.94s,-46.8652600,,,-6.5380000,0.025,-0.025,0,1,8.7420000,0.025,-0.025,0,1,2459302.4341830,0.001139,-0.001139,0,1,5.1627718,0.0000105,-0.0000105,0,1,3.1390000,0.1140000,-0.1140000,0,1,19050.0000000,8.4185200,-8.4185200,0,1,15.0573000,0.7215840,-0.7215840,0,1,437.1790000,,,,,1273.0000000,,,,,12.9093000,0.006,-0.006,0,1,645.9650000,6.1775000,-6.1775000,0,1,6749.0000000,136.0000000,-136.0000000,0,1,4.5300000,0.0900000,-0.0900000,0,1,1.0800000,0.0500000,-0.0500000,0,1,2021-06-04 01:29:41,2021-11-29 12:02:15
300.01,300,166697854,166697854.01,1,FP,02h22m56.98s,35.7374370,,,-53d04m12.7s,-53.0701950,,,13.0520000,0.039,-0.039,0,1,7.7540000,0.035,-0.035,0,1,2458354.4296500,0.002370,-0.002370,0,1,2.7575300,0.0004600,-0.0004600,0,1,1.3760000,0.1640000,-0.1640000,0,1,1071.4500000,2.1686700,-2.1686700,0,1,6.9989100,1.4655300,-1.4655300,0,1,197.3230000,,,,,1044.0000000,,,,,10.8387000,0.006,-0.006,0,1,397.3910000,3.7670000,-3.7670000,0,1,5776.5000000,94.0000000,-94.0000000,0,1,2.9900000,0.2500000,-0.2500000,0,1,1.9400000,0.4000000,-0.4000000,0,1,2018-12-20 19:43:30,2021-12-06 16:02:02
3000.01,3000,23435610,23435610.01,1,PC,11h12m47.09s,168.1961960,,,-32d51m09.69s,-32.8526930,,,2.0800000,0.035,-0.035,0,1,-5.9260000,0.028,-0.028,0,1,2459296.6464750,0.000601,-0.000601,0,1,5.2080700,0.0000067,-0.0000067,0,1,3.2490000,0.0620000,-0.0620000,0,1,29630.0000000,4.9648100,-4.9648100,0,1,16.3192000,0.7925290,-0.7925290,0,1,240.9590000,,,,,1097.0000000,,,,,12.7959000,0.006,-0.006,0,1,468.2850000,4.3115000,-4.3115000,0,1,5836.5000000,111.3000000,-111.3000000,0,1,4.5100000,0.0700000,-0.0700000,0,1,0.9400000,0.0400000,-0.0400000,0,1,2021-06-04 01:29:41,2022-08-18 12:02:41
3001.01,3001,468977648,468977648.01,1,PC,09h35m46.9s,143.9454360,,,-52d22m16.98s,-52.3713820,,,,,,,,,,,,,2459302.2969760,0.002240,-0.002240,0,1,2.0902180,0.0000107,-0.0000107,0,1,3.3290000,0.5850000,-0.5850000,0,1,8180.0000000,14.1244000,-14.1244000,0,1,19.2766000,1.0572800,-1.0572800,0,1,3795.7100000,,,,,2186.0000000,,,,,13.0698000,0.009,-0.009,0,1,1142.6800000,,,0,1,6328.0000000,100.7000000,-100.7000000,0,1,,,,0,1,2.0800000,0.0700000,-0.0700000,0,1,2021-06-04 01:29:41,2021-11-09 16:02:01
